timestamp,code,open,high,low,close,volume,amount
2015-01-05,sz.002236,364.8744027500,395.0197823000,357.4616045000,391.0662899000,39778819,911467808.0000
2015-01-06,sz.002236,388.4306283000,409.8453788000,383.9829493500,399.7969189500,46817184,1139616880.0000
2015-01-07,sz.002236,401.6089363000,411.3279384500,393.3724938000,396.6670708000,25509405,623140352.0000
2015-01-08,sz.002236,395.6786977000,408.3628191500,394.5255957500,402.1031228500,26604406,650923856.0000
2015-01-09,sz.002236,401.6089363000,433.8957909000,400.1263766500,415.1167020000,55087409,1417106736.0000
2015-01-12,sz.002236,420.0585675000,433.5663332000,417.0934482000,424.3415176000,32853186,849447680.0000
2015-01-13,sz.002236,427.3066369000,452.1806932500,417.7523636000,441.3085891500,54147224,1435867360.0000
2015-01-14,sz.002236,441.3085891500,448.2272008500,424.5062464500,429.9422985000,32921305,869273856.0000
2015-01-15,sz.002236,430.1070273500,434.0605197500,418.4112790000,426.3182638000,20710716,533295024.0000
2015-01-16,sz.002236,423.5178733500,437.6845544500,423.5178733500,431.2601293000,25884604,677788032.0000
2015-01-19,sz.002236,419.3996521000,444.6031661500,413.9636000500,423.1884156500,35448558,927690000.0000
2015-01-20,sz.002236,425.8240772500,459.9229492000,425.8240772500,457.6167453000,57421881,1561915376.0000
2015-01-21,sz.002236,469.4772225000,473.5954437500,453.8279817500,460.4171357500,45577266,1276051408.0000
2015-01-22,sz.002236,460.4171357500,481.0082420000,455.9694568000,474.7485457000,42755890,1222166528.0000
2015-01-23,sz.002236,469.4772225000,475.5721899500,453.3337952000,454.4868971500,35078800,981664544.0000
2015-01-26,sz.002236,454.4868971500,463.0527973500,448.7213874000,459.2640338000,22241045,615901488.0000
2015-01-27,sz.002236,461.2407800000,464.3706281500,443.1206065000,451.5217778500,26024960,713253792.0000
2015-01-28,sz.002236,446.5799123500,453.0043375000,437.0256390500,438.8376564000,20471552,552799472.0000
2015-01-29,sz.002236,435.0488928500,444.7678950000,431.0954004500,442.4616911000,16853230,449110320.0000
2015-01-30,sz.002236,441.4733180000,444.6031661500,423.3531445000,423.3531445000,23947631,628201792.0000
2015-02-02,sz.002236,420.0585675000,432.9074178000,418.5760078500,426.1535349500,16373415,425577312.0000
2015-02-03,sz.002236,426.6477215000,446.4151835000,426.6477215000,442.2969622500,24964746,667609360.0000
2015-02-04,sz.002236,442.4616911000,449.3803028000,433.4016043500,435.8725371000,21070884,561690048.0000
2015-02-05,sz.002236,435.8725371000,439.8260295000,428.2950100000,429.6128408000,17481537,461056736.0000
2015-02-06,sz.002236,428.4597388500,433.7310620500,419.3996521000,423.1884156500,15628568,403479616.0000
2015-02-09,sz.002236,425.0004330000,427.6360946000,412.3163115500,413.9636000500,15521432,395231712.0000
2015-02-10,sz.002236,411.9868538500,439.3318429500,411.8221250000,439.3318429500,24201352,625700752.0000
2015-02-11,sz.002236,439.4965718000,455.6399991000,436.6961813500,445.0973527000,26790414,728959744.0000
2015-02-12,sz.002236,446.4151835000,453.8279817500,442.1322334000,448.2272008500,17794136,484492256.0000
2015-02-13,sz.002236,448.8861162500,455.4752702500,444.2737084500,444.9326238500,22068977,603870592.0000
2015-02-16,sz.002236,446.4151835000,469.3124936500,443.4500642000,466.6768320500,30906454,860293552.0000
2015-02-17,sz.002236,468.4888494000,469.1477648000,457.1225587500,460.0876780500,17363455,486763488.0000
2015-02-25,sz.002236,460.0876780500,469.4772225000,448.8861162500,451.0275913000,19123565,534917056.0000
2015-02-26,sz.002236,450.8628624500,459.4287626500,445.5915392500,458.1109318500,17108048,468264880.0000
2015-02-27,sz.002236,457.1225587500,464.3706281500,450.3686759000,456.6283722000,20089878,558522768.0000
2015-03-02,sz.002236,451.3570490000,452.1806932500,428.6244677000,443.6147930500,63870361,1701465632.0000
2015-03-03,sz.002236,439.8260295000,451.0275913000,435.3783505500,437.3550967500,34724793,934143424.0000
2015-03-04,sz.002236,437.6845544500,446.4151835000,435.0488928500,443.1206065000,23333443,626258432.0000
2015-03-05,sz.002236,443.2853353500,459.4287626500,435.8725371000,457.9462030000,35054206,951015072.0000
2015-03-06,sz.002236,458.7698472500,464.8648147000,446.4151835000,447.4035566000,26707405,735719520.0000
2015-03-09,sz.002236,442.9558776500,460.9113223000,440.8144026000,459.4287626500,24810615,683177024.0000
2015-03-10,sz.002236,459.4287626500,505.3881118000,457.4520164500,505.3881118000,93046286,2774672192.0000
2015-03-11,sz.002236,507.3648580000,519.7195217500,498.3047712500,513.2950966000,67556904,2092652736.0000
2015-03-12,sz.002236,510.4947061500,523.5082853000,494.6807365500,503.2466367500,39897711,1230315728.0000
2015-03-13,sz.002236,505.7175695000,526.1439469000,499.1284155000,521.5315391000,40884142,1278563456.0000
2015-03-16,sz.002236,525.3203026500,546.0761377500,519.0606063500,528.9443373500,43200176,1392421408.0000
2015-03-17,sz.002236,532.0741855000,532.0741855000,517.4133178500,520.2137083000,40111385,1270529104.0000
2015-03-18,sz.002236,520.0489794500,527.1323200000,505.8822983500,524.8261161000,37356142,1170619088.0000
2015-03-19,sz.002236,522.1904545000,561.0664631000,516.9191313000,541.7931876500,46597432,1529832576.0000
2015-03-20,sz.002236,527.1323200000,556.1245976000,519.8842506000,550.0296301500,54758225,1789533600.0000
2015-03-23,sz.002236,548.5470705000,601.2603025000,543.6052050000,587.4230791000,47839157,1676268704.0000
2015-03-24,sz.002236,583.1401290000,606.2021680000,563.0432093000,591.7060292000,43430550,1550380416.0000
2015-03-25,sz.002236,586.4347060000,595.9889793000,571.2796518000,583.1401290000,29162107,1030785120.0000
2015-03-26,sz.002236,583.1401290000,583.1401290000,543.6052050000,549.5354436000,34221789,1163772688.0000
2015-03-27,sz.002236,548.8765282000,564.6904978000,545.2524935000,558.4308015000,23563079,790641904.0000
2015-03-30,sz.002236,558.4308015000,571.4443806500,555.3009533500,569.9618210000,23015252,785076480.0000
2015-03-31,sz.002236,568.3145325000,619.3804760000,565.5141420500,602.0839467500,45266327,1625102848.0000
2015-04-01,sz.002236,597.6362678000,622.1808664500,596.6478947000,613.2855085500,32560072,1210175984.0000
2015-04-02,sz.002236,616.9095432500,667.6460290500,616.9095432500,658.4212134500,44440241,1749346944.0000
2015-04-03,sz.002236,650.6789575000,689.8844238000,640.7952265000,666.3281982500,29297723,1187123168.0000
2015-04-07,sz.002236,668.1402156000,722.8301938000,658.9154000000,672.5878945500,38424366,1588914656.0000
2015-04-08,sz.002236,677.0355735000,680.3301505000,625.9696300000,656.9386538000,39064045,1538265440.0000
2015-04-09,sz.002236,651.5026017500,666.8223848000,593.1885888500,658.2564846000,39658148,1517134032.0000
2015-04-10,sz.002236,642.4425150000,675.2235561500,637.5006495000,666.4929271000,30195344,1213329408.0000
2015-04-13,sz.002236,667.1518425000,675.0588273000,647.5491093500,654.9619076000,33057275,1315842928.0000
2015-04-14,sz.002236,655.7855518500,655.7855518500,627.6169185000,629.5936647000,31006114,1206530240.0000
2015-04-15,sz.002236,629.4289358500,642.4425150000,609.4967450000,621.0277645000,25074458,956090832.0000
2015-04-16,sz.002236,607.8494565000,634.2060725000,593.1885888500,626.7932742500,28999601,1085035152.0000
2015-04-17,sz.002236,627.6169185000,629.0994781500,610.3203892500,614.6033393500,34359250,1288109840.0000
2015-04-20,sz.002236,607.8494565000,607.8494565000,571.4443806500,572.5974826000,37512066,1340683632.0000
2015-04-21,sz.002236,570.9501941000,595.4947927500,567.8203459500,591.2118426500,25991496,922755072.0000
2015-04-22,sz.002236,597.1420812500,631.4056820500,595.4947927500,626.6285454000,36363154,1368599504.0000
2015-04-23,sz.002236,626.9580031000,638.8184803000,615.5917124500,624.6517992000,30234662,1149872112.0000
2015-04-24,sz.002236,617.8979163500,623.4986972500,591.3765715000,604.5548795000,28920994,1063244128.0000
2015-04-27,sz.002236,609.1672873000,634.2060725000,601.4250313500,609.4967450000,33148762,1239009376.0000
2015-04-28,sz.002236,609.6614738500,614.2738816500,572.1032960500,576.5509750000,29346919,1041887104.0000
2015-04-29,sz.002236,576.0567884500,606.2021680000,573.2563980000,606.2021680000,25832262,924880064.0000
2015-04-30,sz.002236,609.4967450000,619.0510183000,601.5897602000,608.3436430500,20686127,767983312.0000
2015-05-04,sz.002236,608.0141853500,608.0141853500,588.9056387500,594.5064196500,13665563,494929072.0000
2015-05-05,sz.002236,595.1653350500,602.0839467500,557.2776995500,563.7021247000,28778075,1002946560.0000
2015-05-06,sz.002236,568.4792613500,578.3629923500,558.4308015000,568.3145325000,19551901,674622896.0000
2015-05-07,sz.002236,564.8552266500,622.6750530000,560.0780900000,613.2855085500,47881457,1739013552.0000
2015-05-08,sz.002236,631.8998686000,656.6091961000,621.1924933500,646.7254651000,49763877,1939545744.0000
2015-05-11,sz.002236,649.8553132500,704.2158337500,639.4773957000,690.2138815000,52126393,2120012528.0000
2015-05-12,sz.002236,690.2138815000,691.5317123000,663.8572655000,677.5297600500,31957022,1310657456.0000
2015-05-13,sz.002236,664.0219943500,677.0355735000,657.4328403500,666.8223848000,27981838,1129982128.0000
2015-05-14,sz.002236,673.7409965000,685.2720160000,647.3843805000,657.1033826500,23508675,953652784.0000
2015-05-15,sz.002236,663.8572655000,707.0162242000,650.5142286500,704.2158337500,49055324,2040846624.0000
2015-05-18,sz.002236,705.0394780000,756.1054215000,691.8611700000,734.3612133000,39411462,1737683424.0000
2015-05-19,sz.002236,735.5143152500,745.3980462500,708.6635127000,734.0317556000,29088941,1280913936.0000
2015-05-20,sz.002236,736.3379595000,780.8147490000,714.5937513000,720.5239899000,28295338,1295137920.0000
2015-05-21,sz.002236,728.1015170000,773.0724930500,719.5356168000,767.1422544500,30214162,1372334480.0000
2015-05-22,sz.002236,770.7740677700,779.1933176000,725.8714020100,745.3512349500,36158970,1636836960.0000
2015-05-25,sz.002236,741.2241517000,777.5424843000,718.1124855000,761.3643179600,43100843,1947915824.0000
2015-05-26,sz.002236,761.0341513000,792.3999840000,751.9545681500,780.1838175800,38157684,1784624368.0000
2015-05-27,sz.002236,780.8441509000,794.0508173000,742.8749850000,772.9201510600,32163336,1497415792.0000
2015-05-28,sz.002236,769.2883178000,769.2883178000,696.3214859400,698.3024859000,30197599,1354596272.0000
2015-05-29,sz.002236,693.3499860000,721.7443187600,665.2858199000,694.1754026500,34950398,1477342976.0000
2015-06-01,sz.002236,695.9913192800,732.8049018700,695.9913192800,723.0649854000,29811696,1300142464.0000
2015-06-02,sz.002236,724.0554853800,757.7324847000,720.4236521200,754.9260680900,32066776,1450170544.0000
2015-06-03,sz.002236,753.9355681100,754.9260680900,695.3309859600,724.7158187000,34368249,1501662384.0000
2015-06-04,sz.002236,721.0839854400,721.0839854400,652.2442368300,696.4865692700,36289287,1500873664.0000
2015-06-05,sz.002236,696.8167359300,711.5091523000,676.8416530000,693.1849026700,34568132,1456771040.0000
2015-06-08,sz.002236,685.0958195000,709.0329023500,668.5874865000,690.3784860600,28957583,1207548448.0000
2015-06-09,sz.002236,701.6041525000,702.4295691500,672.0542364300,678.1623196400,24115594,1001989408.0000
2015-06-10,sz.002236,674.0352363900,707.5471523800,660.3333200000,695.6611526200,31944792,1341440608.0000
2015-06-11,sz.002236,699.9533192000,722.2395687500,696.6516526000,711.1789856400,29653151,1279522128.0000
2015-06-12,sz.002236,711.5091523000,731.8144018900,703.2549858000,712.3345689500,27519057,1201332448.0000
2015-06-15,sz.002236,712.6647356100,722.4046520800,671.7240697700,672.5494864200,28259504,1178926064.0000
2015-06-16,sz.002236,674.3654030500,674.3654030500,630.6183206000,635.2406538400,26160285,1029784400.0000
2015-06-17,sz.002236,636.0660704900,668.5874865000,625.6658207000,668.4224031700,22134644,871509744.0000
2015-06-18,sz.002236,660.3333200000,670.7335697900,635.5708205000,636.5613204800,21521221,844242336.0000
2015-06-19,sz.002236,635.0755705100,635.0755705100,590.1729047500,600.9033212000,22484788,824043904.0000
2015-06-23,sz.002236,605.8558211000,619.2275708300,564.5849886000,617.2465708700,23799767,862539840.0000
2015-06-24,sz.002236,617.2465708700,628.9674873000,600.5731545400,615.7608209000,19625405,734523952.0000
2015-06-25,sz.002236,616.5862375500,620.5482374700,578.2869049900,584.3949882000,16358475,596095920.0000
2015-06-26,sz.002236,569.5374885000,572.5089884400,525.9554893800,525.9554893800,25237067,821864112.0000
2015-06-29,sz.002236,536.5208225000,539.8224891000,473.2939071100,479.0718236600,32038739,953219120.0000
2015-06-30,sz.002236,478.7416570000,526.9459893600,478.7416570000,526.9459893600,40311180,1234200400.0000
2015-07-01,sz.002236,544.7749890000,579.6075716300,532.5588225800,543.1241557000,49055533,1684337744.0000
2015-07-02,sz.002236,544.7749890000,585.2204048500,495.2499900000,561.2833220000,51394481,1703971120.0000
2015-07-03,sz.002236,560.4579053500,605.8558211000,505.4851564600,549.7274889000,43377331,1467400064.0000
2015-07-06,sz.002236,603.3795711500,603.3795711500,550.5529055500,591.8237380500,69391225,2433067104.0000
2015-07-07,sz.002236,569.3724051700,589.0173214400,532.7239059100,532.7239059100,45482674,1503419744.0000
2015-07-08,sz.002236,532.7239059100,532.7239059100,532.7239059100,532.7239059100,0,0.0000
2015-07-09,sz.002236,532.7239059100,532.7239059100,532.7239059100,532.7239059100,0,0.0000
2015-07-10,sz.002236,532.7239059100,532.7239059100,532.7239059100,532.7239059100,0,0.0000
2015-07-13,sz.002236,586.0458215000,586.0458215000,586.0458215000,586.0458215000,2700041,95851455.0000
2015-07-14,sz.002236,644.6504036500,644.6504036500,644.6504036500,644.6504036500,3787858,147915854.0000
2015-07-15,sz.002236,643.8249870000,650.4283202000,580.2679049500,588.3569881200,37577426,1399825280.0000
2015-07-16,sz.002236,588.3569881200,627.3166540000,545.9305723100,612.7893209600,24815807,912041808.0000
2015-07-17,sz.002236,618.2370708500,656.7014867400,617.4116542000,643.8249870000,26810892,1037171312.0000
2015-07-20,sz.002236,644.6504036500,670.2383198000,629.4627372900,643.1646536800,25622734,1007882144.0000
2015-07-21,sz.002236,641.8439870400,695.0008193000,627.8119039900,670.8986531200,23370359,956523472.0000
2015-07-22,sz.002236,654.5554034500,695.8262359500,654.5554034500,681.7941529000,17824646,736328224.0000
2015-07-23,sz.002236,681.7941529000,691.3689860400,655.3808201000,680.8036529200,19923171,814524080.0000
2015-07-24,sz.002236,681.7941529000,689.0578194200,625.3356540400,634.0850705300,20484942,821911216.0000
2015-07-27,sz.002236,627.3166540000,652.0791535000,574.4899884000,585.2204048500,22754574,855910560.0000
2015-07-28,sz.002236,573.4994884200,624.6753207200,564.0897386100,624.0149874000,28122659,1013134304.0000
2015-07-29,sz.002236,625.6658207000,653.2347368100,614.1099876000,651.2537368500,18727411,713948912.0000
2015-07-30,sz.002236,651.2537368500,673.2098197400,627.4817373300,628.9674873000,13245067,525579232.0000
2015-07-31,sz.002236,628.8024039700,668.5874865000,627.3166540000,668.2573198400,21901003,873348656.0000
2015-08-03,sz.002236,660.3333200000,688.0673194400,626.4912373500,669.5779864800,34373164,1370417744.0000
2015-08-04,sz.002236,668.0922365100,692.5245693500,658.8475700300,690.0483194000,21081728,866914960.0000
2015-08-05,sz.002236,691.3689860400,691.3689860400,652.2442368300,653.7299868000,17260391,698507648.0000
2015-08-06,sz.002236,643.8249870000,670.8986531200,627.3166540000,646.9615702700,9811138,390354112.0000
2015-08-07,sz.002236,653.3998201400,672.2193197600,652.0791535000,661.6539866400,10767503,431964288.0000
2015-08-10,sz.002236,663.4699032700,686.4164861400,661.6539866400,680.9687362500,17891296,731904896.0000
2015-08-11,sz.002236,680.1433196000,680.1433196000,646.7964869400,650.5934035300,18987363,758776816.0000
2015-08-12,sz.002236,652.7394868200,659.0126533600,628.9674873000,630.2881539400,15443535,597272224.0000
2015-08-13,sz.002236,616.5862375500,651.7489868400,616.5862375500,643.6599036700,9600395,372458864.0000
2015-08-14,sz.002236,645.1456536400,652.0791535000,630.6183206000,639.6979037500,10319071,401173296.0000
2015-08-17,sz.002236,655.3808201000,696.6516526000,654.8855701100,677.3369029900,26400595,1084460496.0000
2015-08-18,sz.002236,684.2704028500,686.5815694700,622.3641541000,635.0755705100,15979478,638255728.0000
2015-08-19,sz.002236,627.3166540000,668.5874865000,609.9829043500,664.6254865800,15687132,607808224.0000
2015-08-20,sz.002236,657.8570700500,671.5589864400,643.8249870000,643.8249870000,11367213,454992560.0000
2015-08-21,sz.002236,640.5233204000,651.2537368500,605.5256544400,609.1574877000,12662869,479187920.0000
2015-08-24,sz.002236,581.9187382500,584.3949882000,548.2417389300,548.2417389300,16829024,565385024.0000
2015-08-25,sz.002236,495.4150733300,559.6324887000,495.4150733300,511.7583230000,20686037,666754896.0000
2015-08-26,sz.002236,516.8759062300,562.9341553000,501.6882398700,528.2666560000,20052428,649827568.0000
2015-08-27,sz.002236,544.7749890000,579.4424883000,544.7749890000,579.2774049700,20575353,703060528.0000
2015-08-28,sz.002236,586.8712381500,617.0814875400,586.2109048300,607.8368210600,15078614,548921120.0000
2015-08-31,sz.002236,593.3094880200,604.0399044700,575.8106550400,589.6776547600,11379559,405814272.0000
2015-09-01,sz.002236,587.6966548000,587.6966548000,545.6004056500,576.6360716900,14547391,497679488.0000
2015-09-02,sz.002236,549.7274889000,591.4935713900,529.9174893000,591.4935713900,17389826,598940256.0000
2015-09-07,sz.002236,581.9187382500,610.4781543400,564.0897386100,566.5659885600,10334437,363643120.0000
2015-09-08,sz.002236,559.6324887000,589.6776547600,556.3308221000,583.0743215600,5789382,201023560.0000
2015-09-09,sz.002236,589.1824047700,606.0209044300,582.2489049100,589.3474881000,9750348,350315456.0000
2015-09-10,sz.002236,584.3949882000,589.8427380900,568.2168218600,568.7120718500,5821223,204093803.0000
2015-09-11,sz.002236,560.9531553400,572.5089884400,536.5208225000,549.7274889000,10219690,340868496.0000
2015-09-14,sz.002236,561.2833220000,564.4199052700,531.2381559400,536.5208225000,11068800,364353952.0000
2015-09-15,sz.002236,532.3937392500,539.8224891000,493.2689900400,503.1739898400,10003226,307419312.0000
2015-09-16,sz.002236,504.8248231400,550.2227388900,493.2689900400,546.5909056300,8276145,258679893.0000
2015-09-17,sz.002236,535.2001558600,550.2227388900,528.2666560000,528.2666560000,10603478,345478032.0000
2015-09-18,sz.002236,526.2856560400,535.6954058500,510.1074897000,518.3616562000,9662137,304342464.0000
2015-09-21,sz.002236,510.1074897000,535.3652391900,507.6312397500,533.5493225600,8046929,257557721.0000
2015-09-22,sz.002236,536.0255725100,567.5564885400,530.9079892800,547.9115722700,9392425,314749856.0000
2015-09-23,sz.002236,537.0160724900,544.1146556800,531.0730726100,531.8984892600,4796717,155544837.0000
2015-09-24,sz.002236,536.5208225000,553.0291555000,532.3937392500,536.3557391700,5131189,167909919.0000
2015-09-25,sz.002236,535.6954058500,541.9685723900,520.8379061500,521.6633228000,3700956,118841645.0000
2015-09-28,sz.002236,522.6538227800,536.1906558400,517.5362395500,535.2001558600,4761339,152593201.0000
2015-09-29,sz.002236,528.7619059900,550.8830722100,523.8094060900,543.1241557000,6037869,198263377.0000
2015-09-30,sz.002236,542.4638223800,563.5944886200,538.8319891200,558.1467387300,6455583,217483124.0000
2015-10-08,sz.002236,591.9888213800,591.9888213800,570.8581551400,576.1408217000,12045345,425019808.0000
2015-10-09,sz.002236,576.1408217000,581.5885715900,566.4009052300,572.0137384500,5728743,198272490.0000
2015-10-12,sz.002236,572.5089884400,596.7762379500,569.2073218400,583.0743215600,14213682,505231680.0000
2015-10-13,sz.002236,577.7916550000,584.5600715300,571.6835717900,575.6455717100,11718232,408663792.0000
2015-10-14,sz.002236,577.7916550000,583.5695715500,563.4294052900,570.6930718100,8563061,295413024.0000
2015-10-15,sz.002236,564.5849886000,585.2204048500,564.5849886000,583.5695715500,9892811,345241328.0000
2015-10-16,sz.002236,588.5220714500,597.6016546000,569.5374885000,577.7916550000,9878628,347321024.0000
2015-10-19,sz.002236,579.1123216400,582.5790715700,551.5434055300,561.2833220000,13124214,449960112.0000
2015-10-20,sz.002236,558.8070720500,568.7120718500,556.4959054300,564.9151552600,9813630,334892624.0000
2015-10-21,sz.002236,565.0802385900,569.5374885000,525.1300727300,532.3937392500,14157297,473285168.0000
2015-10-22,sz.002236,532.8889892400,548.5719055900,522.4887394500,544.4448223400,10007671,325511216.0000
2015-10-23,sz.002236,546.4258223000,560.6229886800,535.6954058500,555.6704887800,15550647,517273680.0000
2015-10-26,sz.002236,556.0006554400,562.4389053100,535.2001558600,543.2892390300,17819278,587216432.0000
2015-10-27,sz.002236,539.4923224400,557.9816554000,528.2666560000,556.3308221000,13627912,446984656.0000
2015-10-28,sz.002236,555.8355721100,580.7631549400,550.8830722100,567.3914052100,20089446,697068928.0000
2015-10-29,sz.002236,571.0232384700,577.9567383300,564.4199052700,572.1788217800,13432262,465885456.0000
2015-10-30,sz.002236,570.6930718100,584.2299048700,564.2548219400,576.4709883600,10819413,378621824.0000
